week_number,work_location,shift_time,department_group,actual_attendance,greykite_forecast,four_week_rolling_avg,six_week_rolling_avg,exponential_smoothing_alpha_2,exponential_smoothing_alpha_4,exponential_smoothing_alpha_6,exponential_smoothing_alpha_8,exponential_smoothing_alpha_1,four_week_rolling_avg_shift2
2024-W25,AZ Phoenix,PM,Production,82.02,,83.45085027,82.161005616,82.450813202,83.584445693,84.509916304,85.224139885,85.714285714,83.5625
2024-W26,AZ Phoenix,PM,Production,82.18,,82.392957183,81.82552504,81.889188016,81.932539398,81.473769703,80.660327352,79.632465544,82.53999999999999
2024-W27,AZ Phoenix,PM,Production,83.28,,82.68921095,82.526090447,81.916074116,81.969426797,81.810718664,81.759468529,82.020802377,82.80499999999999
2024-W28,AZ Phoenix,PM,Production,80.4,,82.301587302,82.292218105,81.965080403,82.04990472,82.024232855,82.087919434,82.178217822,82.38499999999999
2024-W29,AZ Phoenix,PM,Production,75.47,,81.727707006,82.697547684,82.204659692,82.516684756,82.752203586,83.025955448,83.275862069,81.7775
2024-W30,AZ Phoenix,PM,Production,83.0,,81.962540717,82.147687314,81.861448752,81.681166825,81.343343241,80.920179473,80.40201005,81.97
2024-W31,AZ Phoenix,PM,Production,86.55,,80.687471732,80.74639525,80.929489676,79.688398112,78.299915591,76.873864607,75.46728972,80.33250000000001
2024-W32,AZ Phoenix,PM,Production,80.17,,80.750487329,81.266886821,81.260123207,80.87395424,81.000654582,81.741567131,82.997762864,80.53750000000001
2024-W33,AZ Phoenix,PM,Production,84.89,,81.511335013,81.961526332,82.246884933,83.181766773,84.455273875,85.685115502,86.549707602,81.35499999999999
2024-W34,AZ Phoenix,PM,Production,78.7,,81.453252033,81.589825119,81.814076811,81.876281014,81.724358595,81.150449382,80.172413793,81.2975
2024-W35,AZ Phoenix,PM,Production,79.12,,83.594120436,81.876196554,82.439857584,83.125115384,83.652700849,84.143883012,84.885764499,83.6525
2024-W36,AZ Phoenix,PM,Production,74.62,,82.466367713,81.578099839,81.681274211,81.316648985,80.661920692,79.786546217,78.697183099,82.5775
2024-W37,AZ Phoenix,PM,Production,83.77,,80.718667835,81.955582973,81.164719386,80.427782568,79.733585987,79.249915088,79.115044248,80.72
2024-W38,AZ Phoenix,PM,Production,79.78,,79.424977538,80.656824345,79.926126146,78.195435789,76.757289258,75.602552665,74.618320611,79.3325
2024-W39,AZ Phoenix,PM,Production,82.37,,78.988868275,80.211800303,80.632252218,80.306343944,80.828494142,82.048455123,83.76753507,79.05250000000001
2024-W40,AZ Phoenix,PM,Production,78.4,,79.270004679,80.146609652,80.460565766,80.091172455,80.18455136,80.205736189,79.781420765,79.3225
2024-W41,AZ Phoenix,PM,Production,79.22,,80.0,79.606723755,80.785827084,80.905460357,81.398498219,81.865585393,82.366071429,80.135
2024-W42,AZ Phoenix,PM,Production,81.37,,80.995024876,79.574056147,80.317548025,79.889291773,79.557862796,79.044678397,78.404669261,81.08000000000001
2024-W43,AZ Phoenix,PM,Production,82.72,,79.853658537,79.596485519,80.092765779,79.611683214,79.349841871,79.187386283,79.220779221,79.9425
2024-W44,AZ Phoenix,PM,Production,81.93,,80.289855072,80.756895446,80.364832592,80.354348684,80.60200201,80.957092201,81.370826011,80.34
2024-W45,AZ Phoenix,PM,Production,78.28,,80.470914127,80.619664875,80.842597582,81.305973421,81.86662701,82.358808928,82.720588235,80.42750000000001
2024-W46,AZ Phoenix,PM,Production,83.82,,81.318181818,80.993042378,81.064677709,81.559228824,81.90727012,82.019148028,81.934306569,81.31
2024-W47,AZ Phoenix,PM,Production,82.75,,81.123388582,80.372093023,80.530545645,80.295424991,79.790166786,79.068754711,78.277886497,81.075
2024-W48,AZ Phoenix,PM,Production,86.6,,81.673881674,81.204894885,81.131362678,81.615631593,82.113335155,82.806024442,83.823529412,81.6875
2024-W49,AZ Phoenix,PM,Production,84.45,,81.584470094,81.748923485,81.37556073,81.986455129,82.449659676,82.763280581,82.749326146,81.695
2024-W50,AZ Phoenix,PM,Production,86.21,,82.588774341,82.487667371,82.236166474,83.660940592,84.856886578,85.822027101,86.597938144,82.8625
2024-W51,AZ Phoenix,PM,Production,86.01,,84.388995521,82.684973303,82.564680494,83.928410408,84.633427347,84.764794561,84.451219512,84.405
2024-W52,AZ Phoenix,PM,Production,85.46,,85.085413929,83.459545636,83.283450956,84.903487914,85.650182311,85.971036229,86.206896552,85.0025
2025-W01,AZ Phoenix,PM,Production,69.92,,85.880829016,84.985361773,83.779460944,85.335171871,85.860788153,85.997962699,86.005089059,85.8175
2025-W02,AZ Phoenix,PM,Production,78.78,,85.605006954,85.298133819,84.015714396,85.375321576,85.65464362,85.600939687,85.460992908,85.5325
2025-W03,AZ Phoenix,PM,Production,82.72,,81.787858572,83.0248307,81.267383265,78.836213314,75.585502961,72.493220537,69.922879177,81.89999999999999
2025-W04,AZ Phoenix,PM,Production,91.87,,79.666897988,81.66969147,80.792008072,78.813325395,77.527536313,77.535290839,78.779840849,80.0425
2025-W05,AZ Phoenix,PM,Production,83.11,,78.658101356,81.426648721,81.144336652,80.328386327,80.576872605,81.629242533,82.719546742,79.22
2025-W06,AZ Phoenix,PM,Production,82.58,,80.918032787,82.409090909,83.376764814,85.250973946,87.671040423,90.023486978,91.871921182,80.8225
2025-W07,AZ Phoenix,PM,Production,83.18,,84.233668342,81.926646045,83.317360707,84.302374707,84.762992373,84.347354682,83.114035088,84.12
2025-W08,AZ Phoenix,PM,Production,84.55,,85.033192517,81.634337598,83.158622662,83.582715194,83.436793937,82.934139436,82.57918552,85.07000000000001
2025-W09,AZ Phoenix,PM,Production,78.38,,85.471296953,83.839327417,83.159780278,83.524291959,83.36712598,83.053839322,83.177570093,85.185
2025-W10,AZ Phoenix,PM,Production,79.63,,83.333333333,84.857008908,83.450187625,83.990435342,84.195386523,84.394701407,84.552845528,83.35499999999999
2025-W11,AZ Phoenix,PM,Production,80.92,,81.75872093,83.869526363,82.212131342,81.277749641,80.218868647,79.301727833,78.384279476,82.1725
2025-W12,AZ Phoenix,PM,Production,84.68,,80.819912152,81.625441696,81.634451565,80.565700414,79.855078669,79.5640003,79.62962963,81.435
2025-W13,AZ Phoenix,PM,Production,85.52,,80.690072639,81.190368015,81.48876522,80.704357926,80.474727099,80.624532229,80.916030534,80.87
2025-W14,AZ Phoenix,PM,Production,86.85,,80.694275274,81.49197356,82.08871049,82.199102262,82.877911586,83.794785156,84.679665738,80.9025
2025-W15,AZ Phoenix,PM,Production,91.45,,82.530507386,82.046979866,82.762690757,83.509796284,84.458239742,85.181378432,85.522788204,82.6875
2025-W16,AZ Phoenix,PM,Production,84.83,,84.366391185,82.322801025,83.486188784,84.73089865,85.814489158,86.480737057,86.850152905,84.4925
2025-W17,AZ Phoenix,PM,Production,84.77,,87.092198582,84.563758389,85.015140872,87.388809811,89.216888616,90.492890715,91.452991453,87.125
2025-W18,AZ Phoenix,PM,Production,86.97,,87.135749822,85.595182955,84.979195326,86.364288547,86.564800029,85.943286,84.831460674,87.1625
2025-W19,AZ Phoenix,PM,Production,89.26,,87.050898204,86.363636364,84.942937194,85.787146301,85.555310183,85.034753989,84.768211921,86.975
2025-W20,AZ Phoenix,PM,Production,83.84,,87.079910381,86.758214811,85.328241059,86.256691716,86.411747287,86.599321428,86.96969697,87.005
2025-W21,AZ Phoenix,PM,Production,90.61,,86.453576865,87.399598394,86.076480872,87.445441822,88.120899551,88.730258851,89.263803681,86.4575
2025-W22,AZ Phoenix,PM,Production,89.21,,86.236391913,86.904164576,85.645189453,86.008752613,85.548208681,84.814684236,83.841463415,86.21000000000001
2025-W23,AZ Phoenix,PM,Production,88.85,,87.549563838,86.607608129,86.486028546,87.66388519,88.381478279,89.290332799,90.613718412,87.67
2025-W24,AZ Phoenix,PM,Production,86.13,,88.121990369,87.380191693,87.013534927,88.288880854,88.887883518,89.221935354,89.206349206,88.22999999999999
2025-W25,AZ Phoenix,PM,Production,90.61,,88.0,88.038277512,87.363085842,88.511698402,88.86670817,88.927209432,88.852459016,88.1275
2025-W26,AZ Phoenix,PM,Production,86.58,,88.649544325,87.909725954,87.123033728,87.556001141,87.215886781,86.682708846,86.129032258,88.69999999999999
2025-W27,AZ Phoenix,PM,Production,85.81,,88.700564972,88.123644252,87.804247501,88.779207072,89.256720789,89.828090826,90.614886731,88.7
2025-W28,AZ Phoenix,PM,Production,88.36,,88.035569927,88.627665391,87.562033512,87.893469901,87.642872596,87.224197462,86.581469649,88.0425
2025-W29,AZ Phoenix,PM,Production,88.03,,87.296416938,87.878787879,87.229772294,87.084435875,86.565921357,86.105736109,85.810810811,87.2825
2025-W30,AZ Phoenix,PM,Production,84.37,,87.845766974,87.721238938,87.434496951,87.564886754,87.603608494,87.880762385,88.363636364,87.84
2025-W31,AZ Phoenix,PM,Production,79.63,,87.1751886,87.582781457,87.554133268,87.75524839,87.864804779,87.999097244,88.025889968,87.195
2025-W32,AZ Phoenix,PM,Production,77.48,,86.546349467,87.235198262,86.861711842,86.297066379,85.663412694,85.029674652,84.365781711,86.6425
2025-W33,AZ Phoenix,PM,Production,78.43,,84.518518519,85.043389484,85.017821923,83.130950486,81.650721457,80.504461024,79.62529274,85.0975
2025-W34,AZ Phoenix,PM,Production,74.35,,81.740837696,83.182467842,83.114928274,80.554272377,78.991926818,78.03862081,77.483443709,82.3775
2025-W35,AZ Phoenix,PM,Production,79.3,,79.678188319,81.874447392,81.979834486,79.630419484,78.645637841,78.354890237,78.431372549,79.9775
2025-W36,AZ Phoenix,PM,Production,72.06,,77.244258873,79.485179407,79.875573003,77.112099558,75.810442843,75.010790704,74.350086655,77.4725
2025-W37,AZ Phoenix,PM,Production,80.36,,77.268195414,78.499278499,79.740606126,78.023712333,77.894256261,78.39818605,79.303675048,77.39
2025-W38,AZ Phoenix,PM,Production,78.03,,75.839243499,76.627712855,77.876654304,75.462557495,74.288366693,73.261713944,72.06405694,76.035
2025-W39,AZ Phoenix,PM,Production,84.55,,76.226774655,76.751909665,78.356311195,77.230241224,77.624209488,78.669240555,80.361173815,76.5175
2025-W40,AZ Phoenix,PM,Production,86.35,,77.182235835,76.828046745,78.293959362,77.528799996,77.858837411,78.165992312,78.032036613,77.4375
2024-W12,AZ Phoenix,PM,Quality,88.29,,,,81.034482759,81.034482759,81.034482759,81.034482759,81.034482759,89.42
2024-W13,AZ Phoenix,PM,Quality,80.18,,,,81.034482759,81.034482759,81.034482759,81.034482759,81.034482759,85.225
2024-W14,AZ Phoenix,PM,Quality,81.2,,,,82.434782609,83.859649123,85.309734513,86.785714286,88.288288288,86.24666666666667
2024-W15,AZ Phoenix,PM,Quality,82.73,,84.615384615,,81.996497373,82.411347518,82.254025045,81.510791367,80.18018018,84.73
2024-W16,AZ Phoenix,PM,Quality,81.48,,82.637362637,,81.833391426,81.914744934,81.608075183,81.256906077,81.196581197,82.675
2024-W17,AZ Phoenix,PM,Quality,72.73,,83.073496659,83.707025411,82.006185857,82.232003408,82.267790797,82.42084053,82.727272727,83.10000000000001
2024-W18,AZ Phoenix,PM,Quality,73.21,,81.390134529,82.466567608,81.905573547,81.939414941,81.802838288,81.673736303,81.481481481,81.39750000000001
2024-W19,AZ Phoenix,PM,Quality,73.87,,79.550561798,81.109445277,80.104576357,78.270822593,76.349312714,74.498740143,72.727272727,79.535
2024-W20,AZ Phoenix,PM,Quality,66.37,,77.5,78.592814371,78.727670109,76.23168735,74.453638075,73.466988277,73.214285714,77.53750000000001
2024-W21,AZ Phoenix,PM,Quality,79.46,,75.283446712,77.54491018,77.764503021,75.289033837,74.105947388,73.792177223,73.873873874,75.3225
2024-W22,AZ Phoenix,PM,Quality,84.82,,71.524663677,75.0,75.467644433,71.684882039,69.43319262,67.835846042,66.371681416,71.545
2024-W23,AZ Phoenix,PM,Quality,90.74,,73.214285714,74.474474474,76.266402345,74.799424258,75.447092506,77.128279632,79.464285714,73.22749999999999
2024-W24,AZ Phoenix,PM,Quality,79.81,,76.116071429,75.074626866,77.976430769,78.810374635,81.069915467,83.281432314,84.821428571,76.13
2024-W25,AZ Phoenix,PM,Quality,70.19,,80.224719101,77.994011976,80.454688435,83.480301515,86.786963438,89.204729948,90.740740741,80.3475
2024-W26,AZ Phoenix,PM,Quality,82.18,,83.71559633,79.090909091,80.332125561,82.063284178,82.687911458,81.755929254,79.807692308,83.7075
2024-W27,AZ Phoenix,PM,Quality,81.0,,81.542056075,78.560490046,78.390789564,77.417242331,75.254750799,72.522096747,70.192307692,81.39
2024-W28,AZ Phoenix,PM,Quality,80.41,,80.815347722,81.27925117,79.105047709,79.263598017,79.345672568,80.198469824,82.178217822,80.73
2024-W29,AZ Phoenix,PM,Quality,73.96,,78.239608802,81.558028617,79.463634289,79.94118674,80.328210562,80.837599613,81.0,78.295
2024-W30,AZ Phoenix,PM,Quality,69.66,,78.358208955,80.781758958,79.640691805,80.123454261,80.377882711,80.499734991,80.412371134,78.445
2024-W31,AZ Phoenix,PM,Quality,78.0,,79.441624365,77.906976744,78.574850462,77.721988285,76.567581994,75.284709127,73.958333333,79.38749999999999
2024-W32,AZ Phoenix,PM,Quality,84.47,,76.439790576,76.320272572,76.983583381,74.693959618,72.569329976,70.860190081,69.662921348,76.2575
2024-W33,AZ Phoenix,PM,Quality,88.12,,75.654450262,77.701543739,77.187373207,76.059394919,75.932424889,76.683061287,78.0,75.5075
2024-W34,AZ Phoenix,PM,Quality,82.11,,76.804123711,78.11965812,78.680783261,79.547000856,81.177088759,82.969320285,84.466019417,76.52250000000001
2024-W35,AZ Phoenix,PM,Quality,87.63,,80.407124682,79.351535836,80.577385009,83.010504648,85.349479211,87.080620419,88.118811881,80.0625
2024-W36,AZ Phoenix,PM,Quality,83.33,,83.20802005,79.623287671,80.869384957,82.659462102,83.449523854,83.151648905,82.105263158,83.175
2024-W37,AZ Phoenix,PM,Quality,92.71,,85.606060606,81.88034188,82.194861846,84.635107353,85.953734056,86.739038519,87.628865979,85.5825
2024-W38,AZ Phoenix,PM,Quality,90.63,,85.347043702,83.952702703,82.417122975,84.119536966,84.388871346,84.019280123,83.333333333,85.29750000000001
2024-W39,AZ Phoenix,PM,Quality,94.79,,86.458333333,86.394557823,84.435886149,87.534630462,89.371152725,90.968067021,92.708333333,86.445
2024-W40,AZ Phoenix,PM,Quality,95.88,,88.571428571,87.43545611,85.654641748,88.766358234,90.122894023,90.693632801,90.625,88.57499999999999
2024-W41,AZ Phoenix,PM,Quality,93.48,,90.364583333,88.541666667,87.459457961,91.171303533,92.923312624,93.972013551,94.791666667,90.365
2024-W42,AZ Phoenix,PM,Quality,74.19,,93.506493506,90.830449827,89.14003096,93.062578122,94.702221462,95.49857692,95.87628866,93.5025
2024-W43,AZ Phoenix,PM,Quality,82.22,,93.700787402,91.797556719,89.970409442,93.224086017,93.9822802,93.899016093,93.47826087,93.69500000000001
2024-W44,AZ Phoenix,PM,Quality,88.76,,89.682539683,90.350877193,86.897740849,85.695146425,82.152018527,78.133287577,74.193548387,89.58500000000001
2024-W45,AZ Phoenix,PM,Quality,84.09,,86.559139785,88.65248227,86.006246477,84.342310724,82.193525,81.382829372,82.222222222,86.4425
2024-W46,AZ Phoenix,PM,Quality,88.51,,84.615384615,88.330341113,86.532261724,86.071176155,86.094892048,87.266667583,88.764044944,84.6625
2024-W47,AZ Phoenix,PM,Quality,91.57,,82.222222222,86.520947177,86.066524552,85.295207603,84.902980566,84.733657978,84.090909091,82.315
2024-W48,AZ Phoenix,PM,Quality,85.88,,85.875706215,85.157699443,86.531871409,86.554837285,87.04715564,87.742586553,88.505747126,85.895
2024-W49,AZ Phoenix,PM,Quality,70.89,,88.18443804,84.716981132,87.464948452,88.480104381,89.698447208,90.770500268,91.56626506,88.2325
2024-W50,AZ Phoenix,PM,Quality,85.71,,87.463556851,86.781609195,87.161467961,87.451307754,87.407537705,86.849377453,85.882352941,87.51249999999999
2024-W51,AZ Phoenix,PM,Quality,80.95,,84.431137725,85.127201566,84.196215718,81.152952145,77.784733949,74.262602315,70.886075949,84.2125
2024-W52,AZ Phoenix,PM,Quality,62.96,,83.685800604,84.584980237,84.492159079,82.989148141,82.602540655,83.508615608,85.714285714,83.5125
2025-W01,AZ Phoenix,PM,Quality,54.84,,81.024096386,84.06374502,83.798585005,82.17132463,81.607481678,81.459875785,80.952380952,80.8575
2025-W02,AZ Phoenix,PM,Quality,63.44,,75.304878049,79.838709677,79.817886081,74.637533269,70.561559577,66.765610327,62.962962963,75.1275
2025-W03,AZ Phoenix,PM,Quality,77.63,,70.760233918,73.320158103,74.44258558,66.148876713,60.660807078,56.983626174,54.838709677,71.115
2025-W04,AZ Phoenix,PM,Quality,86.25,,65.242165242,69.455252918,72.110537171,65.02026921,62.360918312,62.174936271,63.440860215,65.5475
2025-W05,AZ Phoenix,PM,Quality,82.35,,64.139941691,70.450097847,73.093225381,69.586791586,70.842750943,74.024400535,77.631578947,64.7175
2025-W06,AZ Phoenix,PM,Quality,106.67,,69.590643275,70.414201183,75.589808951,76.060046816,79.99113048,83.82181607,86.25,70.53999999999999
2025-W07,AZ Phoenix,PM,Quality,83.87,,76.946107784,70.669291339,76.951166213,78.624759993,81.436517718,82.632335222,82.352941176,77.41749999999999
2025-W08,AZ Phoenix,PM,Quality,84.21,,87.043189369,76.386036961,81.432922772,87.712757952,94.536609112,100.437063577,106.666666667,88.225
2025-W09,AZ Phoenix,PM,Quality,87.01,,89.453125,81.647058824,81.649324166,86.87453849,90.255041189,89.556469984,83.870967742,89.785
2025-W10,AZ Phoenix,PM,Quality,88.41,,88.888888889,86.274509804,82.197013867,85.618933589,85.95728813,84.80116762,84.210526316,89.275
2025-W11,AZ Phoenix,PM,Quality,82.19,,90.573770492,88.019559902,83.2233237,86.236732246,86.636077062,86.611283611,87.012987013,90.44
2025-W12,AZ Phoenix,PM,Quality,91.67,,86.166007905,88.442211055,84.222016119,87.100604183,87.680630693,88.021268016,88.405797101,85.875
2025-W13,AZ Phoenix,PM,Quality,88.89,,85.423728814,88.601036269,83.809696244,85.075486461,84.334914154,83.322327697,82.191780822,85.455
2025-W14,AZ Phoenix,PM,Quality,81.94,,87.285223368,86.432160804,85.383023478,87.73904009,88.737474429,89.989449891,91.666666667,87.32000000000001
2025-W15,AZ Phoenix,PM,Quality,83.78,,87.762237762,87.01594533,86.084886464,88.201802679,88.828352076,89.109221544,88.888888889,87.78999999999999
2025-W16,AZ Phoenix,PM,Quality,90.28,,86.15916955,86.666666667,85.256146365,85.68966425,84.697480739,83.37768696,81.944444444,86.1725
2025-W17,AZ Phoenix,PM,Quality,81.43,,86.551724138,86.111111111,84.954977752,84.913059005,84.143243304,83.704326856,83.783783784,86.57000000000001
2025-W18,AZ Phoenix,PM,Quality,82.35,,86.206896552,86.436781609,86.015358617,87.047529307,87.799662462,88.939808297,90.277777778,86.2225
2025-W19,AZ Phoenix,PM,Quality,91.3,,84.375,86.342592593,85.121335332,84.844975027,84.030392147,82.970389978,81.428571429,84.3575
2025-W20,AZ Phoenix,PM,Quality,70.83,,84.507042254,84.813084112,84.591511127,83.877452453,83.041325715,82.479984972,82.352941176,84.46000000000001
2025-W21,AZ Phoenix,PM,Quality,79.41,,86.379928315,85.176470588,85.902736619,86.821112416,87.993495949,89.549868891,91.304347826,86.34
2025-W22,AZ Phoenix,PM,Quality,87.5,,81.362007168,83.294117647,82.842934701,80.297440249,77.527537383,74.446523495,70.833333333,81.4775
2025-W23,AZ Phoenix,PM,Quality,77.42,,80.866425993,82.577565632,82.17948761,79.951058705,78.639552508,78.379620184,79.411764706,80.9725
2025-W24,AZ Phoenix,PM,Quality,75.0,,82.051282051,81.99513382,83.16550327,82.821327414,83.790583022,85.570843578,87.5,82.25999999999999
2025-W25,AZ Phoenix,PM,Quality,83.33,,78.571428571,81.389578164,82.11232899,80.766511228,80.06525812,79.110818366,77.419354839,78.78999999999999
2025-W26,AZ Phoenix,PM,Quality,85.0,,79.921259843,80.253164557,80.82159933,78.573869723,77.097743267,75.850280785,75.0,79.83250000000001
2025-W27,AZ Phoenix,PM,Quality,85.96,,80.894308943,78.756476684,81.286025439,80.420080849,80.803314211,81.826415833,83.333333333,80.8125
2025-W28,AZ Phoenix,PM,Quality,73.21,,80.165289256,81.28342246,81.98327561,82.218400028,83.311636969,84.364407716,85.0,80.1875
2025-W29,AZ Phoenix,PM,Quality,83.64,,82.278481013,82.369146006,82.7091152,83.654675642,84.868298625,85.631382782,85.964912281,82.32249999999999
2025-W30,AZ Phoenix,PM,Quality,84.21,,81.974248927,80.0,80.972302703,79.628367304,77.988556632,75.754291662,73.214285714,81.875
2025-W31,AZ Phoenix,PM,Quality,89.47,,82.01754386,81.034482759,81.460855177,81.17938139,81.330644085,82.029807872,83.636363636,81.9525
2025-W32,AZ Phoenix,PM,Quality,87.5,,81.777777778,82.608695652,81.988693207,82.393750451,83.073657122,83.78507333,84.210526316,81.755
2025-W33,AZ Phoenix,PM,Quality,100.0,,82.666666667,83.625730994,83.437182428,85.228400542,86.927011851,88.341512367,89.473684211,82.6325
2025-W34,AZ Phoenix,PM,Quality,89.29,,86.222222222,84.023668639,84.217326567,86.12792132,87.268844833,87.670532443,87.5,86.205
2025-W35,AZ Phoenix,PM,Quality,98.0,,90.265486726,86.350148368,87.272300187,91.64320566,94.89005937,97.52755462,100.0,90.29499999999999
2025-W36,AZ Phoenix,PM,Quality,91.84,,91.555555556,89.020771513,87.664550865,90.703638104,91.530534226,90.93495876,89.285714286,91.565
2025-W37,AZ Phoenix,PM,Quality,86.27,,93.577981651,91.265060241,89.510447529,93.419946898,95.232974912,96.454361723,98.0,93.6975
2025-W38,AZ Phoenix,PM,Quality,92.31,,94.786729858,92.592592593,89.928038364,92.821281664,93.250584761,92.79315846,91.836734694,94.7825
2025-W39,AZ Phoenix,PM,Quality,92.31,,91.262135922,92.13836478,89.236320438,90.228004573,89.044096044,87.546146294,86.274509804,91.35000000000001
2025-W40,AZ Phoenix,PM,Quality,86.67,,92.079207921,92.993630573,89.833376192,91.064705388,91.021306693,91.374701708,92.307692308,92.105
2024-W12,AZ Phoenix,PM,Shipping,87.67,,,,94.117647059,94.117647059,94.117647059,94.117647059,94.117647059,94.64
2024-W13,AZ Phoenix,PM,Shipping,93.85,,,,94.117647059,94.117647059,94.117647059,94.117647059,94.117647059,94.38
2024-W14,AZ Phoenix,PM,Shipping,89.04,,,,92.753623188,91.428571429,90.14084507,88.888888889,87.671232877,92.14333333333333
2024-W15,AZ Phoenix,PM,Shipping,83.56,,92.366412214,,92.961876833,92.352941176,92.284866469,92.771084337,93.846153846,92.57
2024-W16,AZ Phoenix,PM,Shipping,92.86,,91.039426523,,92.134181608,90.971428571,90.276992651,89.732142857,89.04109589,91.17
2024-W17,AZ Phoenix,PM,Shipping,78.26,,88.38028169,90.196078431,90.344354193,87.93258427,86.197714413,84.777826661,83.561643836,88.53
2024-W18,AZ Phoenix,PM,Shipping,88.89,,89.679715302,90.047393365,90.8473258,89.882352941,90.145902972,91.191145786,92.857142857,89.8275
2024-W19,AZ Phoenix,PM,Shipping,90.54,,85.964912281,87.470449173,88.357242145,85.302261823,83.090209107,80.893107779,78.260869565,85.93
2024-W20,AZ Phoenix,PM,Shipping,98.53,,85.915492958,87.677725118,88.466293016,86.76083322,86.613722415,87.337899609,88.888888889,85.89250000000001
2024-W21,AZ Phoenix,PM,Shipping,104.05,,87.719298246,87.238979118,88.898899809,88.31274025,89.007405028,89.917709235,90.540540541,87.6375
2024-W22,AZ Phoenix,PM,Shipping,90.28,,89.045936396,88.732394366,90.760132571,92.257014074,94.562521487,96.69754937,98.529411765,89.055
2024-W23,AZ Phoenix,PM,Shipping,90.41,,95.486111111,92.271662763,93.52751783,97.115481648,100.385382022,102.661763226,104.054054054,95.5025
2024-W24,AZ Phoenix,PM,Shipping,101.35,,95.833333333,91.841491841,92.870975255,94.377501199,94.333396107,92.782557583,90.277777778,95.85000000000001
2024-W25,AZ Phoenix,PM,Shipping,98.63,,95.818815331,93.76443418,92.369501996,92.776724225,91.968916257,90.881131651,90.410958904,95.8175
2024-W26,AZ Phoenix,PM,Shipping,93.06,,96.587030717,95.862068966,94.213283081,96.252961392,97.639455025,99.283632496,101.351351351,96.5225
2024-W27,AZ Phoenix,PM,Shipping,92.96,,95.205479452,97.235023041,95.105481445,97.203733506,98.232356965,98.761934024,98.630136986,95.16749999999999
2024-W28,AZ Phoenix,PM,Shipping,93.06,,95.890410959,96.347031963,94.696757516,95.558277763,95.146600555,94.211413538,93.055555556,95.8625
2024-W29,AZ Phoenix,PM,Shipping,87.32,,96.551724138,94.482758621,94.353679843,94.531981141,93.844106008,93.211944883,92.957746479,96.49999999999999
2024-W30,AZ Phoenix,PM,Shipping,79.59,,94.444444444,94.942528736,94.093990765,93.941227341,93.369894778,93.086570883,93.055555556,94.4275
2024-W31,AZ Phoenix,PM,Shipping,90.79,,91.608391608,94.457274827,92.754802121,91.31600253,89.75932687,88.487471048,87.323943662,91.6
2024-W32,AZ Phoenix,PM,Shipping,92.11,,88.97338403,91.421568627,90.836019757,87.642357426,84.599566626,81.961493836,79.591836735,88.2325
2024-W33,AZ Phoenix,PM,Shipping,100.0,,88.432835821,90.0243309,90.825763585,89.050729132,88.703760506,89.469750201,90.789473684,87.69
2024-W34,AZ Phoenix,PM,Shipping,94.29,,88.235294118,89.879518072,91.102072918,90.355669128,90.825355324,91.603502844,92.105263158,87.4525
2024-W35,AZ Phoenix,PM,Shipping,98.65,,91.605839416,91.127098321,92.934134461,94.272681418,96.326844298,98.282322811,100.0,90.6225
2024-W36,AZ Phoenix,PM,Shipping,84.93,,94.237288136,91.325301205,93.201670965,94.277811232,95.123102858,95.115970993,94.285714286,94.2975
2024-W37,AZ Phoenix,PM,Shipping,97.1,,96.245733788,93.301435407,94.331024413,96.067693742,97.270731789,97.967671333,98.648648649,96.26249999999999
2024-W38,AZ Phoenix,PM,Shipping,103.03,,94.482758621,93.438914027,92.417181153,91.586785777,89.862609939,87.548353461,84.931506849,94.4675
2024-W39,AZ Phoenix,PM,Shipping,95.45,,93.706293706,94.482758621,93.325541935,93.726246635,94.108569067,95.101779472,97.101449275,93.7425
2024-W40,AZ Phoenix,PM,Shipping,100.0,,95.744680851,96.235294118,95.152151806,97.281681059,99.316976078,101.372138221,103.03030303,95.92750000000001
2024-W41,AZ Phoenix,PM,Shipping,113.73,,94.890510949,95.454545455,95.209746291,96.570764614,97.024976514,96.648980145,95.454545455,95.12750000000001
2024-W42,AZ Phoenix,PM,Shipping,77.19,,98.850574713,96.323529412,96.062052222,97.84260666,98.733308075,99.2759215,100.0,98.89500000000001
2024-W43,AZ Phoenix,PM,Shipping,89.66,,102.469135802,98.181818182,98.870347455,103.313327076,106.972946066,110.38969585,113.725490196,103.05250000000001
2024-W44,AZ Phoenix,PM,Shipping,88.89,,96.153846154,97.56097561,94.930532299,93.10443767,88.9375612,83.458702636,77.192982456,96.5925
2024-W45,AZ Phoenix,PM,Shipping,96.55,,94.690265487,96.368715084,93.940005155,91.729507966,89.372716813,88.446679727,89.655172414,95.145
2024-W46,AZ Phoenix,PM,Shipping,88.52,,91.703056769,93.802816901,92.913877272,90.538846986,89.071694822,88.806568776,88.888888889,92.36749999999999
2024-W47,AZ Phoenix,PM,Shipping,88.89,,88.13559322,93.948126801,93.603191857,92.892361118,93.476019698,94.919881524,96.551724138,88.07249999999999
2024-W48,AZ Phoenix,PM,Shipping,86.36,,90.833333333,91.954022989,92.590378026,91.115053699,90.46772376,89.766232501,88.524590164,90.905
2024-W49,AZ Phoenix,PM,Shipping,79.71,,90.612244898,88.333333333,91.832517602,90.198069656,89.503531758,89.05887194,88.888888889,90.7125
2024-W50,AZ Phoenix,PM,Shipping,86.96,,89.919354839,89.701897019,90.676232484,88.59398055,87.571544742,86.879645936,86.363636364,90.08
