WEEK_BEGIN,WORK_LOCATION,SHIFT_TIME,DEPARTMENT_GROUP,ACTUAL_ATTENDANCE_RATE,GREYKITE_FORECAST,MOVING_AVG_4WEEK_FORECAST,TRAINING_WEEKS_USED,TRAINING_END_DATE,GAP_WEEKS
2024-06-18,NJ Swedesboro Commerce Blvd,AM,Quality,86.54,,88.52250000000001,15,2024-06-04,1
2024-06-18,NJ Swedesboro Commerce Blvd,AM,Shipping,90.0,,88.82499999999999,15,2024-06-04,1
2024-06-18,NJ Swedesboro Commerce Blvd,AM,Warehouse,81.6,,86.19250000000001,15,2024-06-04,1
2024-06-18,NJ Swedesboro Commerce Blvd,PM,Production,89.94,,89.8075,124,2024-06-04,1
2024-06-18,NJ Swedesboro Commerce Blvd,PM,Quality,83.12,,90.875,15,2024-06-04,1
2024-06-18,NJ Swedesboro Commerce Blvd,PM,Shipping,95.35,,94.01250000000002,15,2024-06-04,1
2024-06-18,NJ Swedesboro Commerce Blvd,PM,Warehouse,91.25,,87.2,15,2024-06-04,1
2024-06-18,TX Grand Prairie Post and Paddock,AM,Production,86.52,,87.38749999999999,126,2024-06-04,1
2024-06-18,TX Grand Prairie Post and Paddock,AM,Shipping,80.0,,78.605,15,2024-06-04,1
2024-06-18,TX Grand Prairie Post and Paddock,AM,Warehouse,81.67,,74.53,15,2024-06-04,1
2024-06-18,TX Grand Prairie Post and Paddock,PM,Production,90.97,,88.60249999999999,126,2024-06-04,1
2024-06-18,TX Grand Prairie Post and Paddock,PM,Shipping,58.33,,63.595,15,2024-06-04,1
2024-06-18,TX Grand Prairie Post and Paddock,PM,Warehouse,89.58,,77.5675,15,2024-06-04,1
2024-06-18,TX Irving,AM,Production,87.55,,88.51499999999999,126,2024-06-04,1
2024-06-18,TX Irving,AM,Quality,74.71,,86.095,15,2024-06-04,1
2024-06-18,TX Irving,AM,Shipping,82.64,,83.005,15,2024-06-04,1
2024-06-18,TX Irving,AM,Warehouse,83.04,,84.2575,15,2024-06-04,1
2024-06-18,TX Irving,PM,Production,85.13,,86.72500000000001,126,2024-06-04,1
2024-06-18,TX Irving,PM,Quality,92.36,,85.35,15,2024-06-04,1
2024-06-18,TX Irving,PM,Shipping,89.66,,94.39,15,2024-06-04,1
2024-06-18,TX Irving,PM,Warehouse,91.76,,94.7875,15,2024-06-04,1
2024-06-25,AZ Phoenix,AM,Production,89.87,,88.02,127,2024-06-11,1
2024-06-25,AZ Phoenix,AM,Quality,80.71,,82.1725,16,2024-06-11,1
2024-06-25,AZ Phoenix,AM,Shipping,82.26,,91.565,16,2024-06-11,1
2024-06-25,AZ Phoenix,AM,Warehouse,80.98,,81.215,16,2024-06-11,1
2024-06-25,AZ Phoenix,PM,Production,83.28,,82.80499999999999,127,2024-06-11,1
2024-06-25,AZ Phoenix,PM,Quality,81.0,,81.39,16,2024-06-11,1
2024-06-25,AZ Phoenix,PM,Shipping,92.96,,95.16749999999999,16,2024-06-11,1
2024-06-25,AZ Phoenix,PM,Warehouse,99.19,,90.9275,16,2024-06-11,1
2024-06-25,CO Aurora,AM,Production,85.78,,88.9825,125,2024-06-11,1
2024-06-25,CO Aurora,AM,Quality,87.27,,82.16499999999999,16,2024-06-11,1
2024-06-25,CO Aurora,AM,Shipping,100.0,,89.16749999999999,16,2024-06-11,1
2024-06-25,CO Aurora,AM,Warehouse,89.66,,84.225,16,2024-06-11,1
2024-06-25,CO Aurora,PM,Production,91.54,,89.095,125,2024-06-11,1
2024-06-25,CO Aurora,PM,Quality,92.0,,86.385,16,2024-06-11,1
2024-06-25,CO Aurora,PM,Shipping,86.67,,85.0025,16,2024-06-11,1
2024-06-25,CO Aurora,PM,Warehouse,86.0,,89.56,16,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,AM,Production,92.78,,89.62249999999999,127,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,AM,Quality,88.76,,83.95499999999998,16,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,AM,Shipping,85.57,,89.31,16,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,AM,Warehouse,88.33,,87.28,16,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,PM,Production,89.36,,87.245,127,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,PM,Quality,88.76,,88.33250000000001,16,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,PM,Shipping,88.64,,91.88499999999999,16,2024-06-11,1
2024-06-25,NJ Newark Lister Ave,PM,Warehouse,88.65,,87.94749999999999,16,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,AM,Production,89.36,,87.8375,125,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,AM,Quality,83.67,,86.2825,16,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,AM,Shipping,85.0,,90.9075,16,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,AM,Warehouse,83.2,,84.745,16,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,PM,Production,91.71,,89.78750000000001,125,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,PM,Quality,96.05,,90.42500000000001,16,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,PM,Shipping,81.4,,95.23,16,2024-06-11,1
2024-06-25,NJ Swedesboro Commerce Blvd,PM,Warehouse,87.5,,87.8375,16,2024-06-11,1
2024-06-25,TX Grand Prairie Post and Paddock,AM,Production,84.02,,87.6175,127,2024-06-11,1
2024-06-25,TX Grand Prairie Post and Paddock,AM,Shipping,75.0,,80.0,16,2024-06-11,1
2024-06-25,TX Grand Prairie Post and Paddock,AM,Warehouse,76.67,,76.4875,16,2024-06-11,1
2024-06-25,TX Grand Prairie Post and Paddock,PM,Production,88.46,,89.6,127,2024-06-11,1
2024-06-25,TX Grand Prairie Post and Paddock,PM,Shipping,70.83,,55.7725,16,2024-06-11,1
2024-06-25,TX Grand Prairie Post and Paddock,PM,Warehouse,83.67,,78.0875,16,2024-06-11,1
2024-06-25,TX Irving,AM,Production,90.86,,88.61,127,2024-06-11,1
2024-06-25,TX Irving,AM,Quality,90.57,,85.85749999999999,16,2024-06-11,1
2024-06-25,TX Irving,AM,Shipping,89.4,,85.66,16,2024-06-11,1
2024-06-25,TX Irving,AM,Warehouse,82.65,,83.705,16,2024-06-11,1
2024-06-25,TX Irving,PM,Production,83.87,,85.82249999999999,127,2024-06-11,1
2024-06-25,TX Irving,PM,Quality,87.12,,86.97500000000001,16,2024-06-11,1
2024-06-25,TX Irving,PM,Shipping,86.21,,91.9,16,2024-06-11,1
2024-06-25,TX Irving,PM,Warehouse,90.61,,94.9225,16,2024-06-11,1
2024-07-02,AZ Phoenix,AM,Production,87.82,,88.2825,128,2024-06-18,1
2024-07-02,AZ Phoenix,AM,Quality,79.55,,79.92750000000001,17,2024-06-18,1
2024-07-02,AZ Phoenix,AM,Shipping,84.17,,90.055,17,2024-06-18,1
2024-07-02,AZ Phoenix,AM,Warehouse,77.67,,81.6625,17,2024-06-18,1
2024-07-02,AZ Phoenix,PM,Production,80.4,,82.38499999999999,128,2024-06-18,1
2024-07-02,AZ Phoenix,PM,Quality,80.41,,80.73,17,2024-06-18,1
2024-07-02,AZ Phoenix,PM,Shipping,93.06,,95.8625,17,2024-06-18,1
2024-07-02,AZ Phoenix,PM,Warehouse,90.16,,90.2,17,2024-06-18,1
2024-07-02,CO Aurora,AM,Production,86.79,,90.2625,126,2024-06-18,1
2024-07-02,CO Aurora,AM,Quality,80.0,,82.5825,17,2024-06-18,1
2024-07-02,CO Aurora,AM,Shipping,100.0,,89.16749999999999,17,2024-06-18,1
2024-07-02,CO Aurora,AM,Warehouse,90.16,,84.065,17,2024-06-18,1
2024-07-02,CO Aurora,PM,Production,89.94,,89.44,126,2024-06-18,1
2024-07-02,CO Aurora,PM,Quality,90.0,,86.05250000000001,17,2024-06-18,1
2024-07-02,CO Aurora,PM,Shipping,66.67,,85.0025,17,2024-06-18,1
2024-07-02,CO Aurora,PM,Warehouse,86.0,,89.72,17,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,AM,Production,88.89,,90.155,128,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,AM,Quality,85.47,,84.3425,17,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,AM,Shipping,88.56,,88.8875,17,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,AM,Warehouse,83.33,,87.26750000000001,17,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,PM,Production,88.5,,88.14250000000001,128,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,PM,Quality,97.58,,89.255,17,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,PM,Shipping,90.64,,93.7225,17,2024-06-18,1
2024-07-02,NJ Newark Lister Ave,PM,Warehouse,88.04,,87.995,17,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,AM,Production,85.46,,87.2475,126,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,AM,Quality,82.18,,84.585,17,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,AM,Shipping,77.5,,90.07499999999999,17,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,AM,Warehouse,89.81,,84.9075,17,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,PM,Production,86.76,,89.7925,126,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,PM,Quality,82.28,,86.20500000000001,17,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,PM,Shipping,76.74,,94.725,17,2024-06-18,1
2024-07-02,NJ Swedesboro Commerce Blvd,PM,Warehouse,81.25,,87.8475,17,2024-06-18,1
2024-07-02,TX Grand Prairie Post and Paddock,AM,Production,88.05,,87.69999999999999,128,2024-06-18,1
2024-07-02,TX Grand Prairie Post and Paddock,AM,Shipping,67.5,,78.75,17,2024-06-18,1
2024-07-02,TX Grand Prairie Post and Paddock,AM,Warehouse,76.67,,77.6125,17,2024-06-18,1
2024-07-02,TX Grand Prairie Post and Paddock,PM,Production,87.34,,90.245,128,2024-06-18,1
2024-07-02,TX Grand Prairie Post and Paddock,PM,Shipping,60.87,,53.167500000000004,17,2024-06-18,1
2024-07-02,TX Grand Prairie Post and Paddock,PM,Warehouse,91.67,,78.3225,17,2024-06-18,1
2024-07-02,TX Irving,AM,Production,89.19,,88.745,128,2024-06-18,1
2024-07-02,TX Irving,AM,Quality,85.26,,82.8675,17,2024-06-18,1
2024-07-02,TX Irving,AM,Shipping,87.5,,84.83000000000001,17,2024-06-18,1
2024-07-02,TX Irving,AM,Warehouse,81.82,,84.5,17,2024-06-18,1
2024-07-02,TX Irving,PM,Production,80.9,,84.645,128,2024-06-18,1
2024-07-02,TX Irving,PM,Quality,92.97,,88.2525,17,2024-06-18,1
2024-07-02,TX Irving,PM,Shipping,77.38,,91.6675,17,2024-06-18,1
2024-07-02,TX Irving,PM,Warehouse,95.59,,94.0325,17,2024-06-18,1
2024-07-09,AZ Phoenix,AM,Production,79.95,,88.7175,129,2024-06-25,1
2024-07-09,AZ Phoenix,AM,Quality,75.59,,81.16,18,2024-06-25,1
2024-07-09,AZ Phoenix,AM,Shipping,79.66,,86.925,18,2024-06-25,1
2024-07-09,AZ Phoenix,AM,Warehouse,84.21,,81.955,18,2024-06-25,1
2024-07-09,AZ Phoenix,PM,Production,75.47,,81.7775,129,2024-06-25,1
2024-07-09,AZ Phoenix,PM,Quality,73.96,,78.295,18,2024-06-25,1
2024-07-09,AZ Phoenix,PM,Shipping,87.32,,96.49999999999999,18,2024-06-25,1
2024-07-09,AZ Phoenix,PM,Warehouse,84.62,,90.9225,18,2024-06-25,1
2024-07-09,CO Aurora,AM,Production,86.59,,89.70249999999999,127,2024-06-25,1
2024-07-09,CO Aurora,AM,Quality,87.18,,84.31,18,2024-06-25,1
2024-07-09,CO Aurora,AM,Shipping,85.71,,97.5,18,2024-06-25,1
2024-07-09,CO Aurora,AM,Warehouse,88.68,,84.9425,18,2024-06-25,1
2024-07-09,CO Aurora,PM,Production,80.3,,90.21,127,2024-06-25,1
2024-07-09,CO Aurora,PM,Quality,70.59,,86.5525,18,2024-06-25,1
2024-07-09,CO Aurora,PM,Shipping,92.86,,85.0025,18,2024-06-25,1
2024-07-09,CO Aurora,PM,Warehouse,88.64,,87.88749999999999,18,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,AM,Production,86.38,,90.76249999999999,129,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,AM,Quality,91.43,,88.105,18,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,AM,Shipping,93.44,,87.9125,18,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,AM,Warehouse,84.87,,87.9225,18,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,PM,Production,90.49,,88.5,129,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,PM,Quality,84.42,,89.02,18,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,PM,Shipping,93.29,,93.105,18,2024-06-25,1
2024-07-09,NJ Newark Lister Ave,PM,Warehouse,80.56,,87.725,18,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,AM,Production,77.29,,87.9125,127,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,AM,Quality,83.91,,84.425,18,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,AM,Shipping,87.5,,89.375,18,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,AM,Warehouse,92.93,,84.60000000000001,18,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,PM,Production,70.91,,90.3225,127,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,PM,Quality,92.75,,86.78,18,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,PM,Shipping,87.5,,90.7,18,2024-06-25,1
2024-07-09,NJ Swedesboro Commerce Blvd,PM,Warehouse,80.28,,87.88,18,2024-06-25,1
2024-07-09,TX Grand Prairie Post and Paddock,AM,Production,79.71,,86.8475,129,2024-06-25,1
2024-07-09,TX Grand Prairie Post and Paddock,AM,Shipping,75.0,,79.375,18,2024-06-25,1
2024-07-09,TX Grand Prairie Post and Paddock,AM,Warehouse,83.61,,79.3875,18,2024-06-25,1
2024-07-09,TX Grand Prairie Post and Paddock,PM,Production,82.52,,89.4575,129,2024-06-25,1
2024-07-09,TX Grand Prairie Post and Paddock,PM,Shipping,90.0,,57.5925,18,2024-06-25,1
2024-07-09,TX Grand Prairie Post and Paddock,PM,Warehouse,88.14,,82.76249999999999,18,2024-06-25,1
2024-07-09,TX Irving,AM,Production,85.65,,89.435,129,2024-06-25,1
2024-07-09,TX Irving,AM,Quality,80.95,,83.925,18,2024-06-25,1
2024-07-09,TX Irving,AM,Shipping,89.04,,86.11250000000001,18,2024-06-25,1
2024-07-09,TX Irving,AM,Warehouse,83.49,,83.6225,18,2024-06-25,1
2024-07-09,TX Irving,PM,Production,83.2,,84.455,129,2024-06-25,1
2024-07-09,TX Irving,PM,Quality,88.71,,88.9325,18,2024-06-25,1
2024-07-09,TX Irving,PM,Shipping,82.72,,91.49499999999999,18,2024-06-25,1
2024-07-09,TX Irving,PM,Warehouse,93.63,,92.59,18,2024-06-25,1
2024-07-16,AZ Phoenix,AM,Production,85.59,,88.83,130,2024-07-02,1
2024-07-16,AZ Phoenix,AM,Quality,79.13,,81.2475,19,2024-07-02,1
2024-07-16,AZ Phoenix,AM,Shipping,84.95,,84.83250000000001,19,2024-07-02,1
2024-07-16,AZ Phoenix,AM,Warehouse,81.25,,80.705,19,2024-07-02,1
2024-07-16,AZ Phoenix,PM,Production,83.0,,81.97,130,2024-07-02,1
2024-07-16,AZ Phoenix,PM,Quality,69.66,,78.445,19,2024-07-02,1
2024-07-16,AZ Phoenix,PM,Shipping,79.59,,94.4275,19,2024-07-02,1
2024-07-16,AZ Phoenix,PM,Warehouse,78.41,,91.6125,19,2024-07-02,1
2024-07-16,CO Aurora,AM,Production,93.35,,88.4225,128,2024-07-02,1
2024-07-16,CO Aurora,AM,Quality,100.0,,83.4,19,2024-07-02,1
2024-07-16,CO Aurora,AM,Shipping,100.0,,97.5,19,2024-07-02,1
2024-07-16,CO Aurora,AM,Warehouse,89.74,,89.1225,19,2024-07-02,1
2024-07-16,CO Aurora,PM,Production,87.18,,89.9225,128,2024-07-02,1
2024-07-16,CO Aurora,PM,Quality,53.33,,87.5,19,2024-07-02,1
2024-07-16,CO Aurora,PM,Shipping,100.0,,80.0025,19,2024-07-02,1
2024-07-16,CO Aurora,PM,Warehouse,96.67,,86.60999999999999,19,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,AM,Production,89.39,,90.51749999999998,130,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,AM,Quality,87.01,,87.3575,19,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,AM,Shipping,90.3,,88.0325,19,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,AM,Warehouse,87.37,,86.8175,19,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,PM,Production,90.18,,88.915,130,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,PM,Quality,87.5,,91.5975,19,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,PM,Shipping,96.6,,91.75999999999999,19,2024-07-02,1
2024-07-16,NJ Newark Lister Ave,PM,Warehouse,85.63,,87.745,19,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,AM,Production,92.72,,87.4375,128,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,AM,Quality,96.61,,83.0,19,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,AM,Shipping,96.55,,86.875,19,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,AM,Warehouse,93.75,,85.2525,19,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,PM,Production,88.85,,89.615,128,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,PM,Quality,88.89,,86.5175,19,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,PM,Shipping,100.0,,87.21000000000001,19,2024-07-02,1
2024-07-16,NJ Swedesboro Commerce Blvd,PM,Warehouse,91.8,,86.5625,19,2024-07-02,1
2024-07-16,TX Grand Prairie Post and Paddock,AM,Production,89.32,,86.89,130,2024-07-02,1
2024-07-16,TX Grand Prairie Post and Paddock,AM,Shipping,85.29,,76.25,19,2024-07-02,1
2024-07-16,TX Grand Prairie Post and Paddock,AM,Warehouse,73.21,,78.99000000000001,19,2024-07-02,1
2024-07-16,TX Grand Prairie Post and Paddock,PM,Production,85.21,,88.5375,130,2024-07-02,1
2024-07-16,TX Grand Prairie Post and Paddock,PM,Shipping,94.12,,57.185,19,2024-07-02,1
2024-07-16,TX Grand Prairie Post and Paddock,PM,Warehouse,90.24,,87.0625,19,2024-07-02,1
2024-07-16,TX Irving,AM,Production,88.37,,89.03500000000001,130,2024-07-02,1
2024-07-16,TX Irving,AM,Quality,81.82,,84.085,19,2024-07-02,1
2024-07-16,TX Irving,AM,Shipping,80.77,,86.70750000000001,19,2024-07-02,1
2024-07-16,TX Irving,AM,Warehouse,89.27,,83.49000000000001,19,2024-07-02,1
2024-07-16,TX Irving,PM,Production,85.59,,83.385,130,2024-07-02,1
2024-07-16,TX Irving,PM,Quality,93.14,,90.9175,19,2024-07-02,1
2024-07-16,TX Irving,PM,Shipping,88.33,,85.535,19,2024-07-02,1
2024-07-16,TX Irving,PM,Warehouse,92.31,,92.8125,19,2024-07-02,1
2024-07-23,AZ Phoenix,AM,Production,90.56,,86.36,131,2024-07-09,1
2024-07-23,AZ Phoenix,AM,Quality,82.48,,78.9625,20,2024-07-09,1
2024-07-23,AZ Phoenix,AM,Shipping,77.88,,82.42,20,2024-07-09,1
2024-07-23,AZ Phoenix,AM,Warehouse,78.95,,81.3825,20,2024-07-09,1
2024-07-23,AZ Phoenix,PM,Production,86.55,,80.33250000000001,131,2024-07-09,1
2024-07-23,AZ Phoenix,PM,Quality,78.0,,79.38749999999999,20,2024-07-09,1
2024-07-23,AZ Phoenix,PM,Shipping,90.79,,91.6,20,2024-07-09,1
2024-07-23,AZ Phoenix,PM,Warehouse,79.46,,91.47749999999999,20,2024-07-09,1
2024-07-23,CO Aurora,AM,Production,90.11,,87.605,129,2024-07-09,1
2024-07-23,CO Aurora,AM,Quality,90.91,,85.28,20,2024-07-09,1
2024-07-23,CO Aurora,AM,Shipping,91.67,,96.42750000000001,20,2024-07-09,1
2024-07-23,CO Aurora,AM,Warehouse,94.12,,90.0425,20,2024-07-09,1
2024-07-23,CO Aurora,PM,Production,95.49,,88.25500000000001,129,2024-07-09,1
2024-07-23,CO Aurora,PM,Quality,85.71,,81.14750000000001,20,2024-07-09,1
2024-07-23,CO Aurora,PM,Shipping,87.5,,83.2175,20,2024-07-09,1
2024-07-23,CO Aurora,PM,Warehouse,97.22,,87.66000000000001,20,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,AM,Production,90.08,,89.62499999999999,131,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,AM,Quality,81.77,,88.3225,20,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,AM,Shipping,93.65,,88.4825,20,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,AM,Warehouse,88.14,,85.995,20,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,PM,Production,89.12,,89.2425,131,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,PM,Quality,99.31,,90.365,20,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,PM,Shipping,98.15,,91.175,20,2024-07-09,1
2024-07-23,NJ Newark Lister Ave,PM,Warehouse,91.86,,86.47500000000001,20,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,AM,Production,90.56,,84.725,129,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,AM,Quality,98.53,,84.075,20,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,AM,Shipping,97.22,,85.0,20,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,AM,Warehouse,92.05,,86.885,20,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,PM,Production,91.49,,84.83,129,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,PM,Quality,95.77,,88.55000000000001,20,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,PM,Shipping,97.62,,85.2475,20,2024-07-09,1
2024-07-23,NJ Swedesboro Commerce Blvd,PM,Warehouse,85.92,,85.07,20,2024-07-09,1
2024-07-23,TX Grand Prairie Post and Paddock,AM,Production,86.33,,84.57499999999999,131,2024-07-09,1
2024-07-23,TX Grand Prairie Post and Paddock,AM,Shipping,72.22,,74.375,20,2024-07-09,1
2024-07-23,TX Grand Prairie Post and Paddock,AM,Warehouse,73.77,,79.655,20,2024-07-09,1
2024-07-23,TX Grand Prairie Post and Paddock,PM,Production,85.0,,87.3225,131,2024-07-09,1
2024-07-23,TX Grand Prairie Post and Paddock,PM,Shipping,66.67,,70.0075,20,2024-07-09,1
2024-07-23,TX Grand Prairie Post and Paddock,PM,Warehouse,85.42,,88.26499999999999,20,2024-07-09,1
2024-07-23,TX Irving,AM,Production,89.24,,88.3125,131,2024-07-09,1
2024-07-23,TX Irving,AM,Quality,89.04,,82.8725,20,2024-07-09,1
2024-07-23,TX Irving,AM,Shipping,80.79,,87.145,20,2024-07-09,1
2024-07-23,TX Irving,AM,Warehouse,90.87,,82.75,20,2024-07-09,1
2024-07-23,TX Irving,PM,Production,88.91,,83.275,131,2024-07-09,1
2024-07-23,TX Irving,PM,Quality,93.81,,90.28999999999999,20,2024-07-09,1
2024-07-23,TX Irving,PM,Shipping,91.04,,83.9925,20,2024-07-09,1
2024-07-23,TX Irving,PM,Warehouse,95.74,,92.89750000000001,20,2024-07-09,1
2024-07-30,AZ Phoenix,AM,Production,86.38,,85.8075,132,2024-07-16,1
2024-07-30,AZ Phoenix,AM,Quality,81.68,,78.745,21,2024-07-16,1
2024-07-30,AZ Phoenix,AM,Shipping,91.23,,82.76,21,2024-07-16,1
2024-07-30,AZ Phoenix,AM,Warehouse,78.65,,81.0275,21,2024-07-16,1
2024-07-30,AZ Phoenix,PM,Production,80.17,,80.53750000000001,132,2024-07-16,1
2024-07-30,AZ Phoenix,PM,Quality,84.47,,76.2575,21,2024-07-16,1
2024-07-30,AZ Phoenix,PM,Shipping,92.11,,88.2325,21,2024-07-16,1
2024-07-30,AZ Phoenix,PM,Warehouse,87.39,,88.095,21,2024-07-16,1
2024-07-30,CO Aurora,AM,Production,89.02,,88.1275,130,2024-07-16,1
2024-07-30,CO Aurora,AM,Quality,93.18,,88.6125,21,2024-07-16,1
2024-07-30,CO Aurora,AM,Shipping,91.67,,96.42750000000001,21,2024-07-16,1
2024-07-30,CO Aurora,AM,Warehouse,89.29,,89.56,21,2024-07-16,1
2024-07-30,CO Aurora,PM,Production,65.67,,87.24000000000001,130,2024-07-16,1
2024-07-30,CO Aurora,PM,Quality,50.0,,76.48,21,2024-07-16,1
2024-07-30,CO Aurora,PM,Shipping,86.67,,86.55,21,2024-07-16,1
2024-07-30,CO Aurora,PM,Warehouse,77.14,,89.32749999999999,21,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,AM,Production,90.07,,89.35999999999999,132,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,AM,Quality,83.51,,88.16749999999999,21,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,AM,Shipping,89.14,,89.4675,21,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,AM,Warehouse,86.97,,85.975,21,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,PM,Production,81.53,,89.6325,132,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,PM,Quality,92.41,,89.565,21,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,PM,Shipping,91.61,,92.2925,21,2024-07-16,1
2024-07-30,NJ Newark Lister Ave,PM,Warehouse,85.8,,85.72,21,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,AM,Production,87.91,,86.2075,130,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,AM,Quality,83.08,,86.5925,21,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,AM,Shipping,88.89,,86.6375,21,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,AM,Warehouse,86.21,,89.92250000000001,21,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,PM,Production,79.84,,84.55749999999999,130,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,PM,Quality,86.96,,89.9925,21,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,PM,Shipping,89.74,,86.41,21,2024-07-16,1
2024-07-30,NJ Swedesboro Commerce Blvd,PM,Warehouse,82.09,,85.2075,21,2024-07-16,1
2024-07-30,TX Grand Prairie Post and Paddock,AM,Production,84.43,,85.275,132,2024-07-16,1
2024-07-30,TX Grand Prairie Post and Paddock,AM,Shipping,64.71,,75.69749999999999,21,2024-07-16,1
2024-07-30,TX Grand Prairie Post and Paddock,AM,Warehouse,88.33,,77.53999999999999,21,2024-07-16,1
2024-07-30,TX Grand Prairie Post and Paddock,PM,Production,86.06,,85.8825,132,2024-07-16,1
2024-07-30,TX Grand Prairie Post and Paddock,PM,Shipping,70.0,,78.95500000000001,21,2024-07-16,1
2024-07-30,TX Grand Prairie Post and Paddock,PM,Warehouse,83.33,,88.42999999999999,21,2024-07-16,1
2024-07-30,TX Irving,AM,Production,86.75,,88.5175,132,2024-07-16,1
2024-07-30,TX Irving,AM,Quality,88.73,,84.65,21,2024-07-16,1
