WEEK_BEGIN,WEEK_NUMBER,WORK_LOCATION,SHIFT_TIME,DEPARTMENT_GROUP,ACTUAL_ATTENDANCE_RATE,GREYKITE_FORECAST,MOVING_AVG_4WEEK_FORECAST,SIX_WEEK_ROLLING_AVG,EXPONENTIAL_SMOOTHING
6/22/23,2023-W26,AZ Phoenix,AM,Production,82.65,79.45503616683051,78.8439,79.78192902,83.54772186
6/22/23,2023-W26,AZ Phoenix,PM,Production,78.91,76.17536271532498,75.2959,76.94481659,77.97756195
6/22/23,2023-W26,CO Aurora,AM,Production,86.94,86.29617209049252,90.94138,89.7515564,90.20840454
6/22/23,2023-W26,CO Aurora,PM,Production,90.42,87.41302934093987,89.982216,90.31128693,88.41313934
6/22/23,2023-W26,NJ Newark Lister Ave,AM,Production,88.77,87.94694138559672,88.320694,88.18656158,88.21629333
6/22/23,2023-W26,NJ Newark Lister Ave,PM,Production,86.24,84.93683126671864,87.036194,86.79199219,86.03012848
6/22/23,2023-W26,NJ Swedesboro Commerce Blvd,AM,Production,87.28,89.63923705752013,89.27973,89.04852295,88.61100006
6/22/23,2023-W26,NJ Swedesboro Commerce Blvd,PM,Production,81.44,85.63290218515671,91.29555,90.73779297,91.49301147
6/22/23,2023-W26,TX Irving,AM,Production,88.67,84.64263893985097,84.477394,84.60415649,85.01477051
6/22/23,2023-W26,TX Irving,PM,Production,86.39,82.90810152636209,83.248215,84.00122833,83.37041473
6/29/23,2023-W27,AZ Phoenix,AM,Production,81.22,85.15253604601843,81.12695,80.44322968,84.79759979
6/29/23,2023-W27,AZ Phoenix,PM,Production,79.97,81.60139736915113,75.68484,76.64655304,78.53974915
6/29/23,2023-W27,CO Aurora,AM,Production,89.03,88.79069404414211,91.08971,89.99221039,89.25082397
6/29/23,2023-W27,CO Aurora,PM,Production,87.26,89.86017188783724,88.69301,89.16666412,88.00300598
6/29/23,2023-W27,NJ Newark Lister Ave,AM,Production,89.9,92.07369238081897,88.56072,88.70401001,89.47542572
6/29/23,2023-W27,NJ Newark Lister Ave,PM,Production,84.84,86.70468414759073,86.41554,86.72550201,86.61843109
6/29/23,2023-W27,NJ Swedesboro Commerce Blvd,AM,Production,89.42,89.98554909049874,89.17785,89.08790588,88.69859314
6/29/23,2023-W27,NJ Swedesboro Commerce Blvd,PM,Production,85.38,88.07594217,91.28164,90.81442261,91.22567749
6/29/23,2023-W27,TX Irving,AM,Production,89.05,91.28731321822589,84.88103,85.59117126,84.32022095
6/29/23,2023-W27,TX Irving,PM,Production,83.62,87.39330684752483,84.10353,84.50209808,87.95606232
7/6/23,2023-W28,AZ Phoenix,AM,Production,82.37,79.36592295310544,83.78808,80.96181488,84.95040131
7/6/23,2023-W28,AZ Phoenix,PM,Production,76.23,77.06713765528076,78.28475,76.56877136,79.79853058
7/6/23,2023-W28,CO Aurora,AM,Production,89.57,84.17094297,91.41836,91.42857361,90.11159515
7/6/23,2023-W28,CO Aurora,PM,Production,87.27,85.94097448765764,90.17632,90.06947327,91.85409546
7/6/23,2023-W28,NJ Newark Lister Ave,AM,Production,85.82,84.74326202104552,90.03089,89.60657501,92.66803741
7/6/23,2023-W28,NJ Newark Lister Ave,PM,Production,88.33,81.64871510422131,87.06037,87.40510559,88.31835175
7/6/23,2023-W28,NJ Swedesboro Commerce Blvd,AM,Production,92.58,86.77471887411929,88.8755,89.28958893,89.11026001
7/6/23,2023-W28,NJ Swedesboro Commerce Blvd,PM,Production,84.33,82.72875392305735,90.90909,90.92133331,90.31830597
7/6/23,2023-W28,TX Irving,AM,Production,89.29,84.22761150349324,86.00275,85.58095551,87.70320892
7/6/23,2023-W28,TX Irving,PM,Production,83.92,80.88783671773658,85.39023,84.58795166,86.6595993
7/13/23,2023-W29,AZ Phoenix,AM,Production,81.65,80.56728557,85.49192,82.40732574,81.21781158
7/13/23,2023-W29,AZ Phoenix,PM,Production,78.11,79.77233005156438,79.27766,76.85910797,78.71266174
7/13/23,2023-W29,CO Aurora,AM,Production,88.38,85.36749622973254,91.0684,91.26101685,89.84063721
7/13/23,2023-W29,CO Aurora,PM,Production,86.17,83.73707921073127,88.83985,89.51911163,87.55980682
7/13/23,2023-W29,NJ Newark Lister Ave,AM,Production,86.04,84.19471982637829,91.7595,90.43367767,90.11203766
7/13/23,2023-W29,NJ Newark Lister Ave,PM,Production,88.14,84.52884831,87.68943,87.22826385,88.59371185
7/13/23,2023-W29,NJ Swedesboro Commerce Blvd,AM,Production,92.88,88.78027338834954,88.62952,89.23475647,89.12678528
7/13/23,2023-W29,NJ Swedesboro Commerce Blvd,PM,Production,88.36,85.84234532245566,91.302605,91.05756378,90.53503418
7/13/23,2023-W29,TX Irving,AM,Production,87.88,84.91053935119865,86.96613,85.53596497,86.61426544
7/13/23,2023-W29,TX Irving,PM,Production,85.42,83.28557373373914,86.03392,84.75558472,85.38657379
7/20/23,2023-W30,AZ Phoenix,AM,Production,82.62,80.90153284661113,85.115486,84.04639435,81.68619537
7/20/23,2023-W30,AZ Phoenix,PM,Production,80.53,79.98007322,78.55497,77.94316864,76.67425537
7/20/23,2023-W30,CO Aurora,AM,Production,86.48,87.2564309,90.20127,90.25926208,86.92308044
7/20/23,2023-W30,CO Aurora,PM,Production,83.05,84.74841044,87.9017,88.65424347,85.97499084
7/20/23,2023-W30,NJ Newark Lister Ave,AM,Production,87.21,85.37551379600846,93.00677,91.13700867,92.60928345
7/20/23,2023-W30,NJ Newark Lister Ave,PM,Production,86.2,83.9513003,88.10855,87.3525238,87.10623169
7/20/23,2023-W30,NJ Swedesboro Commerce Blvd,AM,Production,89.26,89.12880190702799,88.85725,88.72218323,88.31626892
7/20/23,2023-W30,NJ Swedesboro Commerce Blvd,PM,Production,86.6,87.01869718665557,88.922844,89.79486084,88.14831543
7/20/23,2023-W30,TX Irving,AM,Production,89.06,85.53038191832349,87.18795,86.1075592,86.42838287
7/20/23,2023-W30,TX Irving,PM,Production,87.61,84.81075000928683,86.809654,85.6095047,86.10617828
7/27/23,2023-W31,AZ Phoenix,AM,Production,82.84,81.58157063586131,84.10874,84.69093323,82.65074158
7/27/23,2023-W31,AZ Phoenix,PM,Production,80.18,79.69037515036753,78.85838,78.86729431,80.02915192
7/27/23,2023-W31,CO Aurora,AM,Production,87.84,86.51376372031913,89.1469,89.54318237,87.06942749
7/27/23,2023-W31,CO Aurora,PM,Production,88.31,88.16124942638405,89.09657,88.22305298,88.40023804
7/27/23,2023-W31,NJ Newark Lister Ave,AM,Production,89.52,86.61879017704602,92.82585,91.51833344,88.88140106
7/27/23,2023-W31,NJ Newark Lister Ave,PM,Production,88.03,82.79106222953277,87.961525,87.42684174,87.19589233
7/27/23,2023-W31,NJ Swedesboro Commerce Blvd,AM,Production,86.21,86.83269544643065,88.42609,88.23529053,87.27524567
7/27/23,2023-W31,NJ Swedesboro Commerce Blvd,PM,Production,81.95,85.50385413312951,86.656784,88.34558105,87.63006592
7/27/23,2023-W31,TX Irving,AM,Production,88.33,86.10295145171541,87.430046,87.24314117,87.56832886
7/27/23,2023-W31,TX Irving,PM,Production,87.66,86.19813619001691,86.39595,86.20761871,86.4236145
8/3/23,2023-W32,AZ Phoenix,AM,Production,80.25,81.94391775880953,83.25137,84.05123138,81.56246948
8/3/23,2023-W32,AZ Phoenix,PM,Production,80.83,79.83290670709309,78.525696,79.002388,79.50572968
8/3/23,2023-W32,CO Aurora,AM,Production,82.48,83.36978346712849,88.6076,89.72602844,90.02165985
8/3/23,2023-W32,CO Aurora,PM,Production,89.78,89.49267511146849,88.117645,88.78048706,89.01503754
8/3/23,2023-W32,NJ Newark Lister Ave,AM,Production,86.88,84.93163318130644,91.583,91.88431549,90.23728943
8/3/23,2023-W32,NJ Newark Lister Ave,PM,Production,85.83,82.97405293649824,87.14794,87.52270508,86.51675415
8/3/23,2023-W32,NJ Swedesboro Commerce Blvd,AM,Production,81.36,84.77201412986629,89.7904,89.64302826,93.51924133
8/3/23,2023-W32,NJ Swedesboro Commerce Blvd,PM,Production,77.07,83.93769536749919,91.9268,91.38744354,99.73072052
8/3/23,2023-W32,TX Irving,AM,Production,89.28,85.82512064432221,87.99781,87.9892807,89.2974472
8/3/23,2023-W32,TX Irving,PM,Production,88.52,86.35455048,85.54996,86.23853302,84.74016571
8/10/23,2023-W33,AZ Phoenix,AM,Production,82.63,81.32325677893098,82.48484,83.34428406,82.36977386
8/10/23,2023-W33,AZ Phoenix,PM,Production,77.41,79.12341649296651,78.006996,78.58764648,77.44028473
8/10/23,2023-W33,CO Aurora,AM,Production,84.68,82.71551948,88.712776,89.60395813,89.90689087
8/10/23,2023-W33,CO Aurora,PM,Production,87.18,87.34128266631974,88.01583,89.01055908,88.21938324
8/10/23,2023-W33,NJ Newark Lister Ave,AM,Production,86.16,82.3891253,89.460724,91.17952728,87.60122681
8/10/23,2023-W33,NJ Newark Lister Ave,PM,Production,87.92,82.02717016584404,87.07144,87.75699615,87.6025238
8/10/23,2023-W33,NJ Swedesboro Commerce Blvd,AM,Production,79.35,84.00266177162645,92.52913,91.45590973,91.94326782
8/10/23,2023-W33,NJ Swedesboro Commerce Blvd,PM,Production,83.85,84.38275117802054,93.25565,92.44728088,93.2907486
8/10/23,2023-W33,TX Irving,AM,Production,89.5,85.58926123206567,89.03311,88.34586334,87.47779846
8/10/23,2023-W33,TX Irving,PM,Production,85.97,83.90991553960757,85.18683,85.54190826,83.91982269
8/17/23,2023-W34,AZ Phoenix,AM,Production,81,82.63040245150867,81.965385,82.82659149,81.6499176
8/17/23,2023-W34,AZ Phoenix,PM,Production,77.48,79.60892519492869,78.525024,78.06606293,77.86420441
8/17/23,2023-W34,CO Aurora,AM,Production,83.23,85.51621567626603,89.05877,88.82824707,88.95201874
8/17/23,2023-W34,CO Aurora,PM,Production,85.93,86.68311182171044,89.12,88.082901,88.73786163
8/17/23,2023-W34,NJ Newark Lister Ave,AM,Production,87.98,83.63487412,87.67565,89.63710785,86.58258057
8/17/23,2023-W34,NJ Newark Lister Ave,PM,Production,87.45,82.53610612682762,87.39878,87.60773468,87.96193695
8/17/23,2023-W34,NJ Swedesboro Commerce Blvd,AM,Production,85.84,83.65546021883719,95.291245,92.93875885,98.09633636
8/17/23,2023-W34,NJ Swedesboro Commerce Blvd,PM,Production,84.05,86.35739461745264,97.915146,94.52555084,95.19512939
8/17/23,2023-W34,TX Irving,AM,Production,88.02,86.78368197589543,89.665085,88.53452301,89.10264587
8/17/23,2023-W34,TX Irving,PM,Production,83.86,83.29340834,84.82092,85.25863647,84.97421265
8/24/23,2023-W35,AZ Phoenix,AM,Production,85.05,85.70291311249132,82.406525,82.65483856,83.33305359
8/24/23,2023-W35,AZ Phoenix,PM,Production,78.02,82.29435927092969,78.65267,78.43273926,79.97193146
8/24/23,2023-W35,CO Aurora,AM,Production,83.09,87.32099022,88.83178,88.21305084,87.29309082
8/24/23,2023-W35,CO Aurora,PM,Production,84.11,90.10063535017646,87.36999,87.27080536,86.36927032
8/24/23,2023-W35,NJ Newark Lister Ave,AM,Production,89.5,87.62389784183763,87.42344,88.60197449,87.71044159
8/24/23,2023-W35,NJ Newark Lister Ave,PM,Production,88.07,87.45888477001377,87.76987,87.45059967,87.92821503
8/24/23,2023-W35,NJ Swedesboro Commerce Blvd,AM,Production,86.06,84.15859767532358,99.86431,95.77848053,99.96286774
8/24/23,2023-W35,NJ Swedesboro Commerce Blvd,PM,Production,85.23,87.01850503067865,104.28894,96.86131287,104.2325821
8/24/23,2023-W35,TX Irving,AM,Production,92.36,88.25608034735258,89.57669,89.0004425,89.06386566
8/24/23,2023-W35,TX Irving,PM,Production,86.79,87.29242534,85.29211,85.73252869,88.33100891
8/31/23,2023-W36,AZ Phoenix,AM,Production,83.31,84.00181167564662,82.79849,82.52695465,82.94570923
8/31/23,2023-W36,AZ Phoenix,PM,Production,78.68,80.85185245490293,78.72304,79.13145447,80.18143463
8/31/23,2023-W36,CO Aurora,AM,Production,84.05,85.39988050224187,88.121544,88.35829926,87.84029388
8/31/23,2023-W36,CO Aurora,PM,Production,85.09,88.25231707111489,87.30385,88.2056427,89.79963684
8/31/23,2023-W36,NJ Newark Lister Ave,AM,Production,89.07,89.10980761220739,87.23404,87.98428345,88.96720886
8/31/23,2023-W36,NJ Newark Lister Ave,PM,Production,87.66,88.04151752752999,88.18942,87.53283691,87.94955444
8/31/23,2023-W36,NJ Swedesboro Commerce Blvd,AM,Production,84.96,84.28985783131384,96.00743,94.50854492,92.41937256
8/31/23,2023-W36,NJ Swedesboro Commerce Blvd,PM,Production,80.29,83.65806218224691,96.61261,96.39273834,94.07731628
8/31/23,2023-W36,TX Irving,AM,Production,91.38,88.48805083080632,89.16223,89.34783936,88.66423798
8/31/23,2023-W36,TX Irving,PM,Production,86.68,88.34123484889398,86.297714,85.85462952,86.82379913
9/7/23,2023-W37,AZ Phoenix,AM,Production,82.73,82.08334234124334,82.25157,82.11077118,81.98740387
9/7/23,2023-W37,AZ Phoenix,PM,Production,78.38,77.55715697180152,79.88827,79.26885986,80.00066376
9/7/23,2023-W37,CO Aurora,AM,Production,84.3,87.61853182760325,86.69033,87.8897934,85.18743896
9/7/23,2023-W37,CO Aurora,PM,Production,86.46,87.03288310020868,87.98012,88.2464447,89.78224182
9/7/23,2023-W37,NJ Newark Lister Ave,AM,Production,91.84,89.74170404,87.39241,87.58361816,86.94895172
9/7/23,2023-W37,NJ Newark Lister Ave,PM,Production,85.91,86.01770180958238,87.15883,87.20764923,86.34475708
9/7/23,2023-W37,NJ Swedesboro Commerce Blvd,AM,Production,80.22,86.51583723849286,90.668915,92.66640472,80.86710358
9/7/23,2023-W37,NJ Swedesboro Commerce Blvd,PM,Production,79.97,81.86607046153553,92.98429,96.48999023,89.31612396
9/7/23,2023-W37,TX Irving,AM,Production,89.25,89.27802552411633,88.87789,89.32501984,88.29548645
9/7/23,2023-W37,TX Irving,PM,Production,86.61,86.05995355758415,87.49711,86.22530365,88.07835388
9/14/23,2023-W38,AZ Phoenix,AM,Production,80.86,80.37657421437514,82.751366,82.51664734,82.597435
9/14/23,2023-W38,AZ Phoenix,PM,Production,77.34,74.08845361781442,79.74459,78.85688019,77.41243744
9/14/23,2023-W38,CO Aurora,AM,Production,87.91,88.45642613626255,85.78098,86.8598175,85.08908844
9/14/23,2023-W38,CO Aurora,PM,Production,87.31,82.90800177311206,87.68899,87.79016876,88.14067841
9/14/23,2023-W38,NJ Newark Lister Ave,AM,Production,89.41,89.04741389,87.4359,86.91854095,87.0075531
9/14/23,2023-W38,NJ Newark Lister Ave,PM,Production,86.07,81.99319336052406,86.87048,87.4828949,87.08100128
9/14/23,2023-W38,NJ Swedesboro Commerce Blvd,AM,Production,82.15,86.77626806494678,87.09195,90.33327484,88.06791687
9/14/23,2023-W38,NJ Swedesboro Commerce Blvd,PM,Production,78.26,80.90762192121194,88.44043,91.90045166,87.11380005
9/14/23,2023-W38,TX Irving,AM,Production,88.57,88.63257231435183,89.055,89.23940277,89.42598724
9/14/23,2023-W38,TX Irving,PM,Production,84.87,82.72423802437615,87.86353,86.80675507,86.51431274
9/21/23,2023-W39,AZ Phoenix,AM,Production,82.45,79.77426416,81.958954,82.28270721,82.0639801
9/21/23,2023-W39,AZ Phoenix,PM,Production,78,73.94353982977894,78.99413,79.090271,77.94884491
9/21/23,2023-W39,CO Aurora,AM,Production,88.16,88.55955070560431,84.92647,85.6456604,82.97546387
9/21/23,2023-W39,CO Aurora,PM,Production,90.38,84.71248871200545,88.65721,87.84992981,87.88047028
9/21/23,2023-W39,NJ Newark Lister Ave,AM,Production,90.89,88.11101785668326,87.48332,87.28723145,87.45018768
9/21/23,2023-W39,NJ Newark Lister Ave,PM,Production,87.98,82.98506118925486,87.88189,88.00852966,90.82174683
9/21/23,2023-W39,NJ Swedesboro Commerce Blvd,AM,Production,82.95,86.70613839623441,83.52325,88.24030304,85.00067902
9/21/23,2023-W39,NJ Swedesboro Commerce Blvd,PM,Production,75.89,80.81299773316313,83.96338,89.68696594,85.99931335
9/21/23,2023-W39,TX Irving,AM,Production,87.47,86.13228525725785,88.78788,88.83653259,88.53379059
9/21/23,2023-W39,TX Irving,PM,Production,85.73,83.40298492691005,86.999146,86.96160889,85.12524414
9/28/23,2023-W40,AZ Phoenix,AM,Production,81.41,78.48012506409684,82.559555,82.87621307,84.37680054
9/28/23,2023-W40,AZ Phoenix,PM,Production,76.57,72.72305910166122,78.43273,79.06435394,78.3423233
9/28/23,2023-W40,CO Aurora,AM,Production,87.56,89.99218219906504,84.16928,85.0395813,85.66146088
9/28/23,2023-W40,CO Aurora,PM,Production,86.47,87.24811072250273,87.74688,87.40927124,86.79019165
9/28/23,2023-W40,NJ Newark Lister Ave,AM,Production,86.14,87.55551744,87.563416,87.89375305,88.69161224
9/28/23,2023-W40,NJ Newark Lister Ave,PM,Production,83.9,83.03116659328596,87.90981,87.8752594,87.97137451
9/28/23,2023-W40,NJ Swedesboro Commerce Blvd,AM,Production,81.38,85.05960919,84.10168,86.67699432,85.79668427
9/28/23,2023-W40,NJ Swedesboro Commerce Blvd,PM,Production,76.86,80.88502264722777,84.47653,87.07698059,85.65449524
9/28/23,2023-W40,TX Irving,AM,Production,88.68,85.08436489338123,89.877556,89.50200653,89.29490662
9/28/23,2023-W40,TX Irving,PM,Production,85.47,83.14077217599946,86.80556,87.16668701,86.47000122
10/5/23,2023-W41,AZ Phoenix,AM,Production,81.28,78.47023005626536,83.30427,82.74723053,83.31226349
10/5/23,2023-W41,AZ Phoenix,PM,Production,75.81,68.92325165,77.93184,78.76145935,78.41942596
10/5/23,2023-W41,CO Aurora,AM,Production,91.28,89.95166653212573,83.99537,84.66453552,84.26759338
10/5/23,2023-W41,CO Aurora,PM,Production,88.45,81.38662691501455,86.498055,87.51345825,85.13369751
10/5/23,2023-W41,NJ Newark Lister Ave,AM,Production,92.27,86.77642697305316,88.18028,88.09151459,89.08383942
10/5/23,2023-W41,NJ Newark Lister Ave,PM,Production,84.98,76.74553498448556,88.785385,87.87457275,87.90687561
10/5/23,2023-W41,NJ Swedesboro Commerce Blvd,AM,Production,82.39,81.23993449944741,85.28806,84.43001556,85.92650604
10/5/23,2023-W41,NJ Swedesboro Commerce Blvd,PM,Production,79.95,80.71832485420832,83.482254,83.46656799,81.185112
10/5/23,2023-W41,TX Irving,AM,Production,89.37,86.88724853,90.65343,90.06382751,92.22283173
10/5/23,2023-W41,TX Irving,PM,Production,86.65,78.26979964911887,86.38649,86.9096756,86.59796906
10/12/23,2023-W42,AZ Phoenix,AM,Production,81.53,82.47017135417124,83.063446,82.72846222,82.88095093
10/12/23,2023-W42,AZ Phoenix,PM,Production,81.96,70.30865960598722,77.7181,78.16233063,78.046875
10/12/23,2023-W42,CO Aurora,AM,Production,85.74,88.75895802237577,83.87346,84.12822723,84.23174286
10/12/23,2023-W42,CO Aurora,PM,Production,84.35,79.88512300691677,86.38804,87.10099792,86.63582611
10/12/23,2023-W42,NJ Newark Lister Ave,AM,Production,87.33,85.22741248569798,89.54503,88.47967529,91.26863098
10/12/23,2023-W42,NJ Newark Lister Ave,PM,Production,81.3,75.07472746969967,88.17131,87.46875,87.1769104
10/12/23,2023-W42,NJ Swedesboro Commerce Blvd,AM,Production,83.67,82.30005581735168,84.36652,83.65933228,83.35353851
10/12/23,2023-W42,NJ Swedesboro Commerce Blvd,PM,Production,83.08,80.80079879272562,82.500595,82.90729523,80.65203094
10/12/23,2023-W42,TX Irving,AM,Production,87.98,87.46848133057112,90.5618,90.18078613,89.77777863
10/12/23,2023-W42,TX Irving,PM,Production,83.97,76.22677482684739,86.49617,86.89257813,86.61720276
10/19/23,2023-W43,AZ Phoenix,AM,Production,80.04,78.20821044,82.938995,82.76092529,82.39479065
10/19/23,2023-W43,AZ Phoenix,PM,Production,76.86,70.92361926679934,77.68,77.60797119,77.55453491
10/19/23,2023-W43,CO Aurora,AM,Production,82.65,82.91452582612345,85.0629,84.64350891,85.65740204
10/19/23,2023-W43,CO Aurora,PM,Production,83.46,77.24326709910466,86.29616,86.72338104,86.960495
10/19/23,2023-W43,NJ Newark Lister Ave,AM,Production,87.59,80.25521846397122,89.929535,88.95590973,89.76927185
10/19/23,2023-W43,NJ Newark Lister Ave,PM,Production,79.78,73.09450279242634,86.87292,87.74272156,86.07389069
10/19/23,2023-W43,NJ Swedesboro Commerce Blvd,AM,Production,87.85,83.29276961855464,83.437614,83.7590332,82.15023804
10/19/23,2023-W43,NJ Swedesboro Commerce Blvd,PM,Production,80.51,75.61717280108012,81.00044,81.97262573,78.64459991
10/19/23,2023-W43,TX Irving,AM,Production,90.44,82.50845114432688,90.87642,90.19900513,89.5309906
10/19/23,2023-W43,TX Irving,PM,Production,88.99,74.48348448651889,86.43442,86.30355072,86.09296417
10/26/23,2023-W44,AZ Phoenix,AM,Production,81.67,77.73746395398136,82.3333,82.57213593,82.15260315
10/26/23,2023-W44,AZ Phoenix,PM,Production,77.49,75.85860263084865,77.66847,77.70046234,77.72725677
10/26/23,2023-W44,CO Aurora,AM,Production,84.71,84.94930595585791,86.38195,85.457901,89.31797028
10/26/23,2023-W44,CO Aurora,PM,Production,81.24,78.63982811216277,87.85152,87.544487,92.26190186
10/26/23,2023-W44,NJ Newark Lister Ave,AM,Production,86.41,84.23630761918074,90.2889,89.74104309,90.88860321
10/26/23,2023-W44,NJ Newark Lister Ave,PM,Production,79.56,77.69531585,86.893906,87.76279449,87.33306885
10/26/23,2023-W44,NJ Swedesboro Commerce Blvd,AM,Production,84.81,84.24445090950115,82.72455,83.7094574,82.76435089
10/26/23,2023-W44,NJ Swedesboro Commerce Blvd,PM,Production,80.62,77.92405783061172,78.772,80.55886078,77.33683014
10/26/23,2023-W44,TX Irving,AM,Production,88.38,86.14268678177372,89.622925,89.86035156,88.99921417
10/26/23,2023-W44,TX Irving,PM,Production,84.62,80.84669315247481,86.17461,86.09575653,86.14873505
11/2/23,2023-W45,AZ Phoenix,AM,Production,82.6,69.79625053818147,81.85563,82.59012604,81.91053772
11/2/23,2023-W45,AZ Phoenix,PM,Production,77.79,61.947430129297715,77.51399,77.80951691,78.1818161
11/2/23,2023-W45,CO Aurora,AM,Production,83.5,69.03494036926524,87.687325,86.47074127,87.95761871
11/2/23,2023-W45,CO Aurora,PM,Production,76.98,60.37048650755347,87.65659,86.92956543,87.30395508
11/2/23,2023-W45,NJ Newark Lister Ave,AM,Production,89.52,72.46860782,89.4975,89.42863464,87.81944275
11/2/23,2023-W45,NJ Newark Lister Ave,PM,Production,86.53,67.67611322841218,85.95,86.5332489,85.23551178
11/2/23,2023-W45,NJ Swedesboro Commerce Blvd,AM,Production,86.02,70.74461636453087,81.68492,82.9774704,81.38332367
11/2/23,2023-W45,NJ Swedesboro Commerce Blvd,PM,Production,84.02,62.28952687535581,78.11924,79.49707031,78.15820313
11/2/23,2023-W45,TX Irving,AM,Production,91.31,76.61779833686079,88.73267,89.9474411,88.52726746
11/2/23,2023-W45,TX Irving,PM,Production,87.59,68.25328178995296,85.87952,86.16348267,85.76259613
11/9/23,2023-W46,AZ Phoenix,AM,Production,83.36,83.36,81.492165,81.99738312,81.33576965
11/9/23,2023-W46,AZ Phoenix,PM,Production,76.16,76.15999999999988,77.31236,77.43969727,77.0515976
11/9/23,2023-W46,CO Aurora,AM,Production,86.62,86.62000000000008,90.76923,88.42818451,93.39913177
11/9/23,2023-W46,CO Aurora,PM,Production,83.18,83.18,88.65435,87.7315979,88.07089996
11/9/23,2023-W46,NJ Newark Lister Ave,AM,Production,87.73,82.71925297574714,89.618996,89.88536072,91.17224884
11/9/23,2023-W46,NJ Newark Lister Ave,PM,Production,81.73,82.30170192946018,85.71429,86.03990173,85.07957458
11/9/23,2023-W46,NJ Swedesboro Commerce Blvd,AM,Production,85.67,85.67000000000007,82.21416,82.42797089,82.1875
11/9/23,2023-W46,NJ Swedesboro Commerce Blvd,PM,Production,77.87,77.87000000000019,77.99062,78.75662231,78.93791962
11/9/23,2023-W46,TX Irving,AM,Production,90.71,88.30217658064322,88.758156,89.41976929,89.36678314
11/9/23,2023-W46,TX Irving,PM,Production,86.87,82.78445039096776,85.676796,86.13987732,86.12155151
11/16/23,2023-W47,AZ Phoenix,AM,Production,85.83,82.10530647407698,81.66007,81.70622253,81.52783966
11/16/23,2023-W47,AZ Phoenix,PM,Production,81.74,77.89781974566426,78.42864,77.92429352,80.74874115
11/16/23,2023-W47,CO Aurora,AM,Production,88.18,82.34318109865609,91.276596,89.45900726,89.00569153
11/16/23,2023-W47,CO Aurora,PM,Production,74.23,78.20723847701748,88.10939,87.78705597,86.54797363
11/16/23,2023-W47,NJ Newark Lister Ave,AM,Production,90.61,84.90120989072429,89.08167,89.57378387,87.32907867
11/16/23,2023-W47,NJ Newark Lister Ave,PM,Production,83.14,77.51196960840302,84.49265,84.97729492,81.29496765
11/16/23,2023-W47,NJ Swedesboro Commerce Blvd,AM,Production,89.49,77.36477555629624,82.592415,82.14324951,83.07405853
11/16/23,2023-W47,NJ Swedesboro Commerce Blvd,PM,Production,85.26,84.31652600559524,79.05039,79.21844482,80.96842957
11/16/23,2023-W47,TX Irving,AM,Production,90.37,83.98728276940555,88.39058,88.72335815,88.23918152
11/16/23,2023-W47,TX Irving,PM,Production,89.49,82.90161152109181,85.48739,85.7142868,85.30231476
11/23/23,2023-W48,AZ Phoenix,AM,Production,79.74,76.22840826306407,81.08222,81.27106476,80.03604889
11/23/23,2023-W48,AZ Phoenix,PM,Production,74.8,77.14233768178381,78.42375,78.16548157,78.53985596
11/23/23,2023-W48,CO Aurora,AM,Production,86.16,85.96722968007309,89.43332,89.24943542,87.42771149
11/23/23,2023-W48,CO Aurora,PM,Production,89.41,85.71908891806841,85.89368,87.29475403,86.72129059
11/23/23,2023-W48,NJ Newark Lister Ave,AM,Production,87.47,85.51233448802066,88.28278,88.89588928,88.38372803
11/23/23,2023-W48,NJ Newark Lister Ave,PM,Production,84.27,81.83604352985024,82.46916,83.94812012,84.04100037
11/23/23,2023-W48,NJ Swedesboro Commerce Blvd,AM,Production,84.26,85.17381065576215,83.79125,83.39195251,84.8462677
11/23/23,2023-W48,NJ Swedesboro Commerce Blvd,PM,Production,87.64,87.00428414763634,80.65915,79.47168732,82.39093781
11/23/23,2023-W48,TX Irving,AM,Production,86.93,86.07303517575728,89.088425,88.88354492,89.22732544
11/23/23,2023-W48,TX Irving,PM,Production,88.06,86.44660543215049,86.232574,85.90519714,86.3288269
11/30/23,2023-W49,AZ Phoenix,AM,Production,80.52,77.26884791868085,81.12262,81.40039063,81.37664032
11/30/23,2023-W49,AZ Phoenix,PM,Production,79.87,77.89983728918234,78.28339,78.21770477,78.15852356
11/30/23,2023-W49,CO Aurora,AM,Production,87.5,88.43186461,89.11595,89.20780945,87.45540619
11/30/23,2023-W49,CO Aurora,PM,Production,90.28,86.41805113028595,85.607475,86.60084534,83.3120575
11/30/23,2023-W49,NJ Newark Lister Ave,AM,Production,88.98,86.92723629394031,88.35584,88.38460541,87.02233124
11/30/23,2023-W49,NJ Newark Lister Ave,PM,Production,85.82,82.12624698968934,80.59116,82.33135986,77.20263672
11/30/23,2023-W49,NJ Swedesboro Commerce Blvd,AM,Production,89.72,84.86594780477921,84.707985,83.86289215,84.43729401
11/30/23,2023-W49,NJ Swedesboro Commerce Blvd,PM,Production,84.2,83.13853235,81.31526,79.6888504,80.38200378
11/30/23,2023-W49,TX Irving,AM,Production,92.9,86.30332636,89.03823,88.70121002,88.87592316
11/30/23,2023-W49,TX Irving,PM,Production,90.51,84.17166497025804,86.47253,86.17051697,86.39136505
12/7/23,2023-W50,AZ Phoenix,AM,Production,77.17,82.89166951722324,81.41801,81.39085388,82.59542084
12/7/23,2023-W50,AZ Phoenix,PM,Production,73.31,81.23602444795578,79.12698,78.33061981,78.38409424
